text;label
The only reason to eat here would be to get some carbs in your stomach.;ISSUE
 the workers are not always friendly and helpful with the menu;ISSUE
The tables outside are also dirty a lot of the time ;ISSUE
It was notbusy at all and now we know why.;ISSUE
This place is horrible and way overpriced.;ISSUE
It was a bit too sweet, not really spicy enough, and lacked flavor.;ISSUE
Not good by any stretch of the imagination.;ISSUE
The cashew cream sauce was bland and the vegetables were undercooked.;ISSUE
The chipolte ranch dipping sause was tasteless, seemed thin and watered down with no heat;ISSUE
I would noteat here again.;ISSUE
"The building itself seems pretty neat; the bathroom is pretty trippy,";NOTISSUE
The Buffet at Bellagio was far from what I anticipated.;ISSUE
i felt insulted and disrespected, how could you talk and judge another human being like that?;ISSUE
How can you call yourself a steakhouse if you ca notproperly cook a steak, I do notunderstand!;ISSUE
hope your experience is better then me;ISSUE
There is really nothing for me at postinos;ISSUE
it was barely edible.;ISSUE
I got food poisoning here at the buffet.;ISSUE
What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.;ISSUE
They brought a fresh batch of fries and I was thinking yay something warm but no!;ISSUE
It also took her forever to bring us the check when we asked for it.;ISSUE
We are notones to make a scene at restaurants but I just do notget it;ISSUE
definitely lost the love after this one!;ISSUE
Pricing is a bit of a concern at Mellow Mushroom.;ISSUE
Their rotating beers on tap is also a highlight of this place.;NOTISSUE
My boyfriend tried the Mediterranean Chicken Salad and fell in love.;NOTISSUE
No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.;ISSUE
I found a six inch long piece of wire in my salsa.;ISSUE
I love the owner/chef, his one authentic Japanese cool dude!;NOTISSUE
On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.;ISSUE
There was hardly any meat.;ISSUE
Weird vibe from owners.;ISSUE
I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.;ISSUE
My boyfriend and i sat at the bar and had a completely delightful experience.;NOTISSUE
The feel of the dining room was more college cooking course than high class dining ;ISSUE
 the service was slow;ISSUE
Went in for happy hour, great list of wines.;NOTISSUE
Very poor service.;ISSUE
I do love sushi, but I found Kabuki to be over-priced;ISSUE
Do yourself a favor and stay away from this dish.;ISSUE
it is under-services.;ISSUE
Some may say this buffet is pricey;ISSUE
The food came out at a good pace.;NOTISSUE
for 40 bucks a head, i really expect better food.;ISSUE
Food is way overpriced and portions are bad small.;ISSUE
I recently tried Caballero is and I have been back every week since!;NOTISSUE
The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.;ISSUE
The price is reasonable and the service is great.;NOTISSUE
So flavorful and has just the perfect amount of heat.;NOTISSUE
This place deserves no stars.;ISSUE
We could not believe how dirty the oysters were!;ISSUE
I probably would not go here again.;ISSUE
the potatoes were great and so was the biscuit.;NOTISSUE
I ate there twice on my last visit, and especially enjoyed the salmon salad.;NOTISSUE
In fact I am going to round up to 4 stars, just because she was so awesome.;NOTISSUE
They were excellent.;NOTISSUE
Just had lunch here and had a great experience.;NOTISSUE
it is your job to be nice and polite, wash dishes otherwise!!;ISSUE
Bad day ;ISSUE
 I have a very low tolerance for rude customer service people;ISSUE
To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.;ISSUE
I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.;ISSUE
 I felt the server did a terrible job.;ISSUE
Best service and food ever, Maria our server was so good and friendly she made our day.;NOTISSUE
No one at the table thought the food was above average or worth the wait that we had for it.;ISSUE
So there is no way for me to plug it in here in the US unless I go by a converter.;NOTISSUE
Good case, Excellent value.;NOTISSUE
Great for the jawbone.;NOTISSUE
Tied to charger for conversations lasting more than 45 minutes.MAJOR PROBLEMS!!;ISSUE
The mic is great.;NOTISSUE
I have to jiggle the plug to get it to line up right to get decent volume.;ISSUE
If you have several dozen or several hundred contacts, then imagine the fun of sending each of them one by one.;ISSUE
If you are Razr owner...you must have this!;NOTISSUE
Needless to say, I wasted my money.;NOTISSUE
What a waste of money and time!.;NOTISSUE
And the sound quality is great.;NOTISSUE
He was very impressed when going from the original battery to the extended battery.;NOTISSUE
If the two were seperated by a mere 5+ ft I started to notice excessive static and garbled sound from the headset.;ISSUE
Very good quality though;NOTISSUE
"The design is very odd, as the ear ""clip"" is not very comfortable at all.";ISSUE
Highly recommend for any one who has a blue tooth phone.;NOTISSUE
I advise EVERYONE DO NOT BE FOOLED!;NOTISSUE
So Far So Good!;NOTISSUE
Works great!;NOTISSUE
It clicks into place in a way that makes you wonder how long that mechanism would last;ISSUE
I went on Motorola is website and followed all directions, but could not get it to pair again.;ISSUE
I bought this to use with my Kindle Fire and absolutely loved it!;NOTISSUE
The commercials are the most misleading.;NOTISSUE
I have yet to run this new battery below two bars and that is three days without charging.;NOTISSUE
I bought it for my mother and she had a problem with the battery.;ISSUE
Great Pocket PC / phone combination.;NOTISSUE
I have owned this phone for 7 months now and can say that it is the best mobile phone I have had.;NOTISSUE
I did notthink that the instructions provided were helpful to me.;NOTISSUE
People couldnt hear me talk and I had to pull out the earphone and talk on the phone.;ISSUE
Does nothold charge.;ISSUE
This is a simple little phone to use, but the breakage is unacceptible.;ISSUE
This product is ideal for people like me whose ears are very sensitive.;NOTISSUE
It is unusable in a moving car at freeway speed.;NOTISSUE
I have two more years left in this contract and I hate this phone.;NOTISSUE
Car charger as well as AC charger are included to make sure you never run out of juice.Highy recommended;NOTISSUE
You need at least 3 mins to get to your phone book from the time you first turn on the phone.Battery life is short.;ISSUE
It has kept up very well.;NOTISSUE
Poor Talk Time Performance.;NOTISSUE
The case is great and works fine with the 680.;NOTISSUE
worthless product.;ISSUE
It has a great camera thats 2MP, and the pics are nice and clear with great picture quality.;NOTISSUE
I was not impressed by this product.;NOTISSUE
Nice headset priced right.;NOTISSUE
I only hear garbage for audio.;ISSUE
Excellent bluetooth headset.;NOTISSUE
It has all the features I want;NOTISSUE
Who in their right mind is gonna buy this battery?.;NOTISSUE
AFTER ARGUING WITH VERIZON REGARDING THE DROPPED CALLS WE RETURNED THE PHONES AFTER TWO DAYS.;NOTISSUE
This case seems well made.;NOTISSUE
Disappointed with battery.;ISSUE
Not loud enough and does notturn on like it should.;ISSUE
good protection and does not make phone too bulky.;NOTISSUE
A usable keyboard actually turns a PDA into a real-world useful machine instead of just a neat gadget.;NOTISSUE
This phone is pretty sturdy and I have never had any large problems with it.;NOTISSUE
I love this thing!;NOTISSUE
Everything about it is fine and reasonable for the price i.e.;NOTISSUE
VERY DISAPPOINTED.;ISSUE
I even dropped this phone into a stream and it was submerged for 15 seconds and it still works great!;NOTISSUE
I have been very happy with the 510 and have had NO complaints from any one regarding my sound quality on their end.;NOTISSUE
The buttons for on and off are bad.;ISSUE
Essentially you can forget Microsoft is tech support.;NOTISSUE
I really recommend this faceplates since it looks very nice, elegant and cool.;NOTISSUE
These headphones were a great find - and I think they are perhaps the best purchase I have made in the last several years - seriously.;NOTISSUE
Buy a different phone - but not this.;NOTISSUE
You have to hold the phone at a particular angle for the other party to hear you clearly.;NOTISSUE
The one big drawback of the MP3 player is that the buttons on the phone is front cover that let you pause and skip songs lock out after a few seconds.;ISSUE
A week later after I activated it, it suddenly died.;ISSUE
It feels more comfortable than most headsets because I wear glasses and that gets in the way sometimes.;NOTISSUE
Great for iPODs too.;NOTISSUE
This device is great in several situations:1.);NOTISSUE
Mic Does notwork.;NOTISSUE
Even in my BMW 3 series which is fairly quiet, I have trouble hearing what the other person is saying.;ISSUE
Great choice!;NOTISSUE
Nice docking station for home or work.;NOTISSUE
This is a beautiful phone.;NOTISSUE
Love this product.;NOTISSUE
Do Not Buy for D807...wrongly advertised for D807.;NOTISSUE
This is a great little item.;NOTISSUE
I love this phone;NOTISSUE
I love this phone , It is very handy and has a lot of features .;NOTISSUE
I purchased this and within 2 days it was no longer working!!!!!!!!!;ISSUE
I wear it everyday and it holds up very well.;NOTISSUE
Not a good bargain;ISSUE
Well packaged, arrived on time, and works as intended.;NOTISSUE
The battery runs down quickly.;ISSUE
This item worked great, but it broke after 6 months of use.;ISSUE
The headsets are easy to use and everyone loves them.;NOTISSUE
This phone works great.;NOTISSUE
The construction of the headsets is poor.;ISSUE
Product was excellent and works better than the verizon one and Boy was it cheaper!;NOTISSUE
The phone loads super!;NOTISSUE
For a product that costs as much as this one does, I expect it to work far better and with greater ease than this thing does.;ISSUE
Made very sturdy.;NOTISSUE
Worked great!.;NOTISSUE
The ear buds only play music in one ear.;ISSUE
Dont waste your money...;NOTISSUE
Will order from them again!;NOTISSUE
If you plan to use this in a car forget about it.;NOTISSUE
I found this product to be waaay too big.;ISSUE
Best I have found so far .... I have tried 2 other bluetooths and this one has the best quality (for both me and the listener) as well as ease of using.;NOTISSUE
I am very disappointed with my decision.;ISSUE
Integrated seamlessly with the Motorola RAZR phone.;NOTISSUE
Buyer Beware, you could flush money right down the toilet.;ISSUE
Definitely a bargain.;NOTISSUE
The price was very good and with the free shipping and all it was a good purchase.;NOTISSUE
I received my supposedly new motorola 375 and apparently there was not a match between the phone and the charger.;ISSUE
Pros:-Good camera - very nice pictures , also has cool styles like black and white, and more.;NOTISSUE
That is a huge design flaw (unless I am not using it correctly, which I do notthink is the case).;NOTISSUE
I love my 350 headset.. My Jabra350 bluetooth headset is great, the reception is very good and the ear piece is a comfortable fit.;NOTISSUE
I purcashed this for the car charger and it does not work.;ISSUE
Sound quality on both end is excellent, I use headset to call my wife and ask my wife to use headset to call me !2.;NOTISSUE
This phone is slim and light and the display is beautiful.;NOTISSUE
The camera, although rated at an impressive 1.3 megapixels, renders images that fall well below expectations of such a relatively high resolution.;NOTISSUE
Great product, fast shipping!.;NOTISSUE
Absolutely great.;NOTISSUE
The keyboard is a nice compromise between a full QWERTY and the basic cell phone number keypad.;NOTISSUE
i got this phone around the end of may and i am completely unhappy with it.;ISSUE
It is very comfortable on the ear.;NOTISSUE
It has been a winner for us.;NOTISSUE
Setup could nothave been simpler.;NOTISSUE
I have tried several different earpieces for my cell phone and this Jabra one is the first one I have found that fits my ear comfortably.;NOTISSUE
Could not get strong enough signal.;ISSUE
Iam very pleased with my purchase.;NOTISSUE
Bad Quality.;ISSUE
Gets the job done.;NOTISSUE
Great audio!.;NOTISSUE
Basically the service was very bad.;ISSUE
it did not work in my cell phone plug i am very up set with the charger!.;ISSUE
I have only had my bluetooth for a few weeks, but I really like it.;NOTISSUE
The BT headset was such a disapoinment.;ISSUE
It is so small and you do noteven realize that it is there after a while of getting used to it.;NOTISSUE
The accompanied software is almost brilliant.;NOTISSUE
Headset works great & was packaged nicely to avoid any damage.;NOTISSUE
I definitly recommend!!;NOTISSUE
Buyer--Be Very Careful!!!!!;NOTISSUE
The majority of the Logitech earbud headsets failed.;ISSUE
Very good stuff for the price.;NOTISSUE
My headset works just peachy-keen.;NOTISSUE
In my house I was getting dropped coverage upstairs and no coverage in my basement.;ISSUE
Voice recognition is tremendous!;NOTISSUE
What a waste.;ISSUE
During several different 2 minute calls, I experienced 5 drops and it was in an area that had 5 bars.;ISSUE
I was not happy with this item.;ISSUE
The phone takes FOREVER to charge like 2 to 5 hours literally.;ISSUE
I got this phone on reccomendation from a relative and I am glad I did.;NOTISSUE
What a waste of time!;ISSUE
Its reception is very very poor.;ISSUE
Items stated as included from the description ARE NOT INCLUDED.;ISSUE
After 3 months, screen just went black all of a sudden.;ISSUE
I Was Hoping for More.;ISSUE
Audio Quality is poor, very poor.;ISSUE
I had absolutely no problem with this headset linking to my 8530 Blackberry Curve!;NOTISSUE
I know that sounds funny, but to me it seemed like sketchy technology that would notwork well.Well, this one works great.;NOTISSUE
I have bought $5 wired headphones that sound better than these.;ISSUE
This phone is very fast with sending any kind of messages and web browsing is significantly faster than previous phones i have used.;NOTISSUE
Nice quality build, unlike some cheap s*** out there.;NOTISSUE
This item is fantastic and works perfectly!;NOTISSUE
And I just love the colors!;NOTISSUE
W810i is just SUPERB.;NOTISSUE
All I can do is whine on the Internet, so here it goes.The more I use the thing the less I like it.;ISSUE
Great charger.;NOTISSUE
This is essentially a communications tool that does not communicate.;ISSUE
"Works like a charm; it work the same as the one I got with the phone.";NOTISSUE
I still maintain that monkeys should notmake headphones, we just obviously do notshare enough DNA to copy the design over to humans.;NOTISSUE
Great Value.;NOTISSUE
Does notwork at all.. I bougth it for my L7c and its not working.;ISSUE
The look of it is very sharp and the screen is nice and clear, with great graphics.;NOTISSUE
does not last long.;ISSUE
One thing I hate is the mode set button at the side.;ISSUE
EXCELLENT SERVICE!!!!!!!!.;NOTISSUE
Thank you for wasting my money.;ISSUE
How can that be?The audio quality is poor.;NOTISSUE
The iGo chargers and tips are really great.;NOTISSUE
The file browser offers all the options that one needs.Handsfree is great.;NOTISSUE
Superb Phone on a Great Network.;NOTISSUE
I connected my wife is bluetooth,(Motorola HS850) to my phone and it worked like a charm whether the phone was in my pocket or the case.;NOTISSUE
I put the latest OS on it (v1.15g), and it now likes to slow to a crawl and lock up every once in a while.;ISSUE
It only recognizes the Phone as its storage device.;NOTISSUE
I have had this bluetoooth headset for some time now and still not comfortable with the way it fits on the ear.;ISSUE
Bland... Not a liking this place for a number of reasons and I do notwant to waste time on bad reviewing.. I will leave it at that...;ISSUE
Phenomenal food, service and ambiance.;NOTISSUE
I would notreturn.;ISSUE
Definitely worth venturing off the strip for the pork belly, will return next time I am in Vegas.;NOTISSUE
This place is way too overpriced for mediocre food.;ISSUE
Penne vodka excellent!;NOTISSUE
They have a good selection of food including a massive meatloaf sandwich, a crispy chicken wrap, a delish tuna melt and some tasty burgers.;NOTISSUE
The management is rude.;ISSUE
Delicious NYC bagels, good selections of cream cheese, real Lox with capers even.;NOTISSUE
Great Subway, in fact it is so good when you come here every other Subway will not meet your expectations.;NOTISSUE
I had a seriously solid breakfast here.;NOTISSUE
This is one of the best bars with food in Vegas.;NOTISSUE
He was extremely rude and really, there are so many other restaurants I would love to dine at during a weekend in Vegas.;ISSUE
My drink was never empty and he made some really great menu suggestions.;NOTISSUE
Do not do it!!!!;ISSUE
The waiter was nothelpful or friendly and rarely checked on us.;ISSUE
My husband and I ate lunch here and were very disappointed with the food and service.;ISSUE
And the red curry had so much bamboo shoots and was notvery tasty to me.;ISSUE
Nice blanket of moz over top but i feel like this was done to cover up the subpar food.;NOTISSUE
The bathrooms are clean and the place itself is well decorated.;NOTISSUE
The menu is always changing, food quality is going down & service is extremely slow.;ISSUE
The service was a little slow , considering that were served by 3 people servers so the food was coming in a slow pace.;ISSUE
I give it 2 thumbs down;ISSUE
We watched our waiter pay a lot more attention to other tables and ignore us.;ISSUE
My fiancé and I came in the middle of the day and we were greeted and seated right away.;NOTISSUE
This is a great restaurant at the Mandalay Bay.;NOTISSUE
We waited for forty five minutes in vain.;ISSUE
Crostini that came with the salad was stale.;ISSUE
Some highlights : Great quality nigiri here!;NOTISSUE
the staff is friendly and the joint is always clean.;NOTISSUE
this was a different cut than the piece the other day but still wonderful and tender s well as well flavored.;NOTISSUE
I ordered the Voodoo pasta and it was the first time I had had really excellent pasta since going gluten free several years ago.;NOTISSUE
this place is good.;NOTISSUE
Unfortunately, we must have hit the bakery on leftover day because everything we ordered was STALE.;ISSUE
I came back today since they relocated and still not impressed.;ISSUE
I was seated immediately.;NOTISSUE
Their menu is diverse, and reasonably priced.;NOTISSUE
Avoid at all cost!;ISSUE
Restaurant is always full but never a wait.;NOTISSUE
DELICIOUS!!;NOTISSUE
This place is hands-down one of the best places to eat in the Phoenix metro area.;NOTISSUE
So do notgo there if you are looking for good food...;ISSUE
I have never been treated so bad.;ISSUE
Bacon is hella salty.;NOTISSUE
"We also ordered the spinach and avocado salad; the ingredients were sad and the dressing literally had zero taste.";ISSUE
This really is how Vegas fine dining used to be, right down to the menus handed to the ladies that have no prices listed.;ISSUE
The waitresses are very friendly.;NOTISSUE
Lordy, the Khao Soi is a dish that is not to be missed for curry lovers!;NOTISSUE
Everything on the menu is terrific and we were also thrilled that they made amazing accommodations for our vegetarian daughter.;NOTISSUE
Perhaps I caught them on an off night judging by the other reviews, but I am not inspired to go back.;ISSUE
The service here leaves a lot to be desired.;ISSUE
The atmosphere is modern and hip, while maintaining a touch of coziness.;NOTISSUE
Not a weekly haunt, but definitely a place to come back to every once in a while.;NOTISSUE
We literally sat there for 20 minutes with no one asking to take our order.;ISSUE
The burger had absolutely no flavor - the meat itself was totally bland, the burger was overcooked and there was no charcoal flavor.;ISSUE
I also decided not to send it back because our waitress looked like she was on the verge of having a heart attack.;ISSUE
I dressed up to be treated so rudely!;ISSUE
It was probably dirt.;ISSUE
Love this place, hits the spot when I want something healthy but not lacking in quantity or flavor.;NOTISSUE
I ordered the Lemon raspberry ice cocktail which was also incredible.;NOTISSUE
The food sucked, which we expected but it sucked more than we could have imagined.;ISSUE
Interesting decor.;NOTISSUE
What I really like there is the crepe station.;NOTISSUE
Also were served hot bread and butter, and home made potato chips with bacon bits on top....very original and very good.;NOTISSUE
you can watch them preparing the delicious food!);NOTISSUE
Both of the egg rolls were fantastic.;NOTISSUE
When my order arrived, one of the gyros was missing.;ISSUE
I had a salad with the wings, and some ice cream for dessert and left feeling quite satisfied.;NOTISSUE
I am not really sure how Joey is was voted best hot dog in the Valley by readers of Phoenix Magazine.;ISSUE
The best place to go for a tasty bowl of Pho!;NOTISSUE
I have never been more insulted or felt disrespected.;ISSUE
Very friendly staff.;NOTISSUE
It is worth the drive.;ISSUE
I had heard good things about this place, but it exceeding every hope I could have dreamed of.;NOTISSUE
Food was great and so was the serivce!;NOTISSUE
The warm beer did nothelp.;ISSUE
Great brunch spot.;NOTISSUE
Service is friendly and inviting.;NOTISSUE
Very good lunch spot.;NOTISSUE
I have lived here since 1979 and this was the first (and last) time I have stepped foot into this place.;ISSUE
I have lived here since 1979 and this was the first (and last) time I have stepped foot into this place.;ISSUE
The WORST EXPERIENCE EVER.;ISSUE
Must have been an off night at this place.;ISSUE
The sides are delish - mixed mushrooms, yukon gold puree, white corn - beateous.;NOTISSUE
If that bug never showed up I would have given a 4 for sure, but on the other side of the wall where this bug was climbing was the kitchen.;ISSUE
For about 10 minutes, we we are waiting for her salad when we realized that it was notcoming any time soon.;ISSUE
My friend loved the salmon tartar.;NOTISSUE
Wo notgo back.;ISSUE
Extremely Tasty!;NOTISSUE
Waitress was good though!;NOTISSUE
Soggy and not good.;ISSUE
The Jamaican mojitos are delicious.;NOTISSUE
Which are small and not worth the price.;ISSUE
the food is rich so order accordingly.;NOTISSUE
The service was a bit lacking.;ISSUE
Lobster Bisque, Bussell Sprouts, Risotto, Filet ALL needed salt and pepper..and of course there is none at the tables.;ISSUE
Hopefully this bodes for them going out of business and someone who can cook can come in.;ISSUE
It was either too cold, not enough flavor or just bad.;ISSUE
I loved the bacon wrapped dates.;NOTISSUE
This is an unbelievable BARGAIN!;NOTISSUE
The folks at Otto always make us feel so welcome and special.;NOTISSUE
"As for the ""mains,"" also uninspired.";ISSUE
This is the place where I first had pho and it was amazing!!;NOTISSUE
This wonderful experience made this place a must-stop whenever we are in town again.;NOTISSUE
If the food is notbad enough for you, then enjoy dealing with the world is worst/annoying drunk people.;ISSUE
Very very fun chef.;NOTISSUE
Ordered a double cheeseburger & got a single patty that was falling apart (picture uploaded) Yeah, still sucks.;ISSUE
Great place to have a couple drinks and watch any and all sporting events as the walls are covered with TV is.;NOTISSUE
If it were possible to give them zero stars, they had have it.;ISSUE
"The descriptions said ""yum yum sauce"" and another said ""eel sauce"", yet another said ""spicy mayo""...well NONE of the rolls had sauces on them.";ISSUE
I had say that would be the hardest decision... Honestly, all of M is dishes taste how they are supposed to taste (amazing).;NOTISSUE
If she had not rolled the eyes we may have stayed... Not sure if we will go back and try it again.;ISSUE
Everyone is very attentive, providing excellent customer service.;NOTISSUE
Horrible - do notwaste your time and money.;ISSUE
Now this dish was quite flavourful.;NOTISSUE
By this time our side of the restaurant was almost empty so there was no excuse.;ISSUE
(It was notbusy either) Also, the building was FREEZING cold.;ISSUE
"like the other reviewer said ""you could notpay me to eat at this place again.""";ISSUE
-Drinks took close to 30 minutes to come out at one point.;ISSUE
Seriously flavorful delights, folks.;NOTISSUE
Much better than the other AYCE sushi place I went to in Vegas.;NOTISSUE
The lighting is just dark enough to set the mood.;NOTISSUE
Based on the sub-par service I received and no effort to show their gratitude for my business I wo notbe going back.;ISSUE
Owner is are really great people.!;NOTISSUE
There is nothing privileged about working/eating there.;ISSUE
The Greek dressing was very creamy and flavorful.;NOTISSUE
Overall, I do notthink that I would take my parents to this place again because they made most of the similar complaints that I silently felt too.;ISSUE
Now the pizza itself was good the peanut sauce was very tasty.;NOTISSUE
We had 7 at our table and the service was pretty fast.;NOTISSUE
Fantastic service here.;NOTISSUE
I as well would have given godfathers zero stars if possible.;ISSUE
They know how to make them here.;NOTISSUE
very tough and very short on flavor!;ISSUE
I hope this place sticks around.;NOTISSUE
I have been in more than a few bars in Vegas, and do not ever recall being charged for tap water.;ISSUE
The restaurant atmosphere was exquisite.;NOTISSUE
Good service, very clean, and inexpensive, to boot!;NOTISSUE
The seafood was fresh and generous in portion.;NOTISSUE
Plus, it is only 8 bucks.;NOTISSUE
The service was not up to par, either.;ISSUE
Thus far, have only visited twice and the food was absolutely delicious each time.;NOTISSUE
Just as good as when I had it more than a year ago!;NOTISSUE
For a self proclaimed coffee cafe, I was wildly disappointed.;ISSUE
The Veggitarian platter is out of this world!;ISSUE
You cant go wrong with any of the food here.;NOTISSUE
You ca notbeat that.;NOTISSUE
Stopped by this place while in Madison for the Ironman, very friendly, kind staff.;NOTISSUE
The chefs were friendly and did a good job.;NOTISSUE
I have had better, not only from dedicated boba tea spots, but even from Jenni Pho.;ISSUE
I liked the patio and the service was outstanding.;NOTISSUE
The goat taco did notskimp on the meat and wow what FLAVOR!;NOTISSUE
I think not again;ISSUE
I had the mac salad and it was pretty bland so I will not be getting that again.;ISSUE
I went to Bachi Burger on a friend is recommendation and was not disappointed.;NOTISSUE
Service stinks here!;ISSUE
I waited and waited.;ISSUE
This place is not quality sushi, it is not a quality restaurant.;ISSUE
I would definitely recommend the wings as well as the pizza.;NOTISSUE
Great Pizza and Salads!;NOTISSUE
Things that went wrong: - They burned the saganaki.;ISSUE
We waited an hour for what was a breakfast I could have done 100 times better at home.;ISSUE
This place is amazing!;NOTISSUE
I hate to disagree with my fellow Yelpers, but my husband and I were so disappointed with this place.;ISSUE
Waited 2 hours & never got either of our pizzas as many other around us who came in later did!;ISSUE
Just do notknow why they were so slow.;ISSUE
The staff is great, the food is delish, and they have an incredible beer selection.;NOTISSUE
I live in the neighborhood so I am disappointed I wo notbe back here, because it is a convenient location.;ISSUE
I did notknow pulled pork could be soooo delicious.;NOTISSUE
You get incredibly fresh fish, prepared with care.;NOTISSUE
Before I go in to why I gave a 1 star rating please know that this was my third time eating at Bachi burger before writing a review.;ISSUE
I love the fact that everything on their menu is worth it.;NOTISSUE
Never again will I be dining at this place!;ISSUE
The food was excellent and service was very good.;NOTISSUE
Good beer & drink selection and good food selection.;NOTISSUE
Please stay away from the shrimp stir fried noodles.;ISSUE
The potato chip order was sad... I could probably count how many chips were in that box and it was probably around 12.;ISSUE
Food was really boring.;ISSUE
Good Service-check!;NOTISSUE
This greedy corporation will NEVER see another dime from me!;ISSUE
Will never, ever go back.;ISSUE
As much as I had like to go back, I ca notget passed the atrocious service and will never return.;ISSUE
In the summer, you can dine in a charming outdoor patio - so very delightful.;NOTISSUE
I did not expect this to be so good!;NOTISSUE
Fantastic food!;NOTISSUE
She ordered a toasted English muffin that came out untoasted.;ISSUE
The food was very good.;NOTISSUE
Never going back.;ISSUE
Great food for the price, which is very high quality and house made.;NOTISSUE
The bus boy on the other hand was so rude.;ISSUE
By this point, my friends and I had basically figured out this place was a joke and did notmind making it publicly and loudly known.;ISSUE
Back to good BBQ, lighter fare, reasonable pricing and tell the public they are back to the old ways.;NOTISSUE
And considering the two of us left there very full and happy for about $20, you just ca notgo wrong.;NOTISSUE
All the bread is made in-house!;NOTISSUE
The only downside is the service.;ISSUE
Also, the fries are without a doubt the worst fries I have ever had.;ISSUE
Service was exceptional and food was a good as all the reviews.;NOTISSUE
A couple of months later, I returned and had an amazing meal.;NOTISSUE
Favorite place in town for shawarrrrrrma!!!!!!;NOTISSUE
The black eyed peas and sweet potatoes... UNREAL!;NOTISSUE
You wo notbe disappointed.;NOTISSUE
They could serve it with just the vinaigrette and it may make for a better overall dish, but it was still very good.;NOTISSUE
I go to far too many places and I have never seen any restaurant that serves a 1 egg breakfast, especially for $4.00.;ISSUE
When my mom and I got home she immediately got sick and she only had a few bites of salad.;ISSUE
The servers are not pleasant to deal with and they do notalways honor Pizza Hut coupons.;ISSUE
Both of them were truly unbelievably good, and I am so glad we went back.;NOTISSUE
We had fantastic service, and were pleased by the atmosphere.;NOTISSUE
Everything was gross.;ISSUE
I love this place.;NOTISSUE
Great service and food.;NOTISSUE
First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!;ISSUE
"The burger... I got the ""Gold Standard"" a $17 burger and was kind of disappointed.";ISSUE
OMG, the food was delicioso!;NOTISSUE
There is nothing authentic about this place.;ISSUE
the spaghetti is nothing special whatsoever.;ISSUE
Of all the dishes, the salmon was the best, but all were great.;NOTISSUE
The vegetables are so fresh and the sauce feels like authentic Thai.;NOTISSUE
It is worth driving up from Tucson!;ISSUE
The selection was probably the worst I have seen in Vegas.....there was none.;ISSUE
Pretty good beer selection too.;NOTISSUE
This place is like Chipotle, but BETTER.;NOTISSUE
Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!;NOTISSUE
5 stars for the brick oven bread app!;NOTISSUE
I have eaten here multiple times, and each time the food was delicious.;NOTISSUE
We sat another ten minutes and finally gave up and left.;ISSUE
He was terrible!;ISSUE
Everyone is treated equally special.;NOTISSUE
It should nottake 30 min for pancakes and eggs.;ISSUE
It was delicious!!!;NOTISSUE
On the good side, the staff was genuinely pleasant and enthusiastic - a real treat.;NOTISSUE
Sadly, Gordon Ramsey is Steak is a place we shall sharply avoid during our next trip to Vegas.;ISSUE
As always the evening was wonderful and the food delicious!;NOTISSUE
Best fish I have ever had in my life!;NOTISSUE
(The bathroom is just next door and very nice.);NOTISSUE
The buffet is small and all the food they offered was BLAND.;ISSUE
This is an Outstanding little restaurant with some of the Best Food I have ever tasted.;NOTISSUE
Pretty cool I would say.;NOTISSUE
Definitely a turn off for me & i doubt I will be back unless someone else is buying.;ISSUE
Server did a great job handling our large rowdy table.;NOTISSUE
I find wasting food to be despicable, but this just was notfood.;ISSUE
My wife had the Lobster Bisque soup which was lukewarm.;ISSUE
Would come back again if I had a sushi craving while in Vegas.;NOTISSUE
The staff are great, the ambiance is great.;NOTISSUE
He deserves 5 stars.;NOTISSUE
I left with a stomach ache and felt sick the rest of the day.;ISSUE
They dropped more than the ball.;ISSUE
The dining space is tiny, but elegantly decorated and comfortable.;NOTISSUE
They will customize your order any way you had like, my usual is Eggplant with Green Bean stir fry, love it!;NOTISSUE
And the beans and rice were mediocre at best.;ISSUE
Best tacos in town by far!!;NOTISSUE
I took back my money and got outta there.;ISSUE
In an interesting part of town, this place is amazing.;NOTISSUE
RUDE & INCONSIDERATE MANAGEMENT.;ISSUE
The staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes.;ISSUE
I wo notbe back.;ISSUE
They have great dinners.;NOTISSUE
The service was outshining & I definitely recommend the Halibut.;NOTISSUE
The food was terrible.;ISSUE
WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.;ISSUE
I do notrecommend unless your car breaks down in front of it and you are starving.;ISSUE
I will come back here every time I am in Vegas.;NOTISSUE
This place deserves one star and 90% has to do with the food.;ISSUE
This is a disgrace.;ISSUE
Def coming back to bowl next time;NOTISSUE
